Rk,Date,G,Age,Tm,Location,Opp,Result,Goals,Assists,PTS,PIM,Player
13,2017-11-06,13,25,VAN,H,DET,L,0,0,0,0,Erik Gudbranson
14,2017-11-07,14,25,VAN,A,CGY,W,0,0,0,0,Erik Gudbranson
15,2017-11-09,15,25,VAN,A,ANA,L,0,0,0,0,Erik Gudbranson
16,2017-11-11,16,25,VAN,A,SJS,L,0,0,0,0,Erik Gudbranson
17,2017-11-14,17,25,VAN,A,LAK,W,0,0,0,0,Erik Gudbranson
18,2017-11-16,18,25,VAN,H,VEG,L,0,0,0,0,Erik Gudbranson
19,2017-11-18,19,25,VAN,H,STL,L-OT,0,0,0,0,Erik Gudbranson
20,2017-11-21,20,25,VAN,A,PHI,W,0,0,0,0,Erik Gudbranson
21,2017-11-22,21,25,VAN,A,PIT,W,0,0,0,2,Erik Gudbranson
22,2017-12-19,22,25,VAN,H,MTL,L,0,1,1,0,Erik Gudbranson
23,2017-12-21,23,25,VAN,A,SJS,L-OT,0,1,1,0,Erik Gudbranson
24,2017-12-23,24,25,VAN,H,STL,L,0,0,0,0,Erik Gudbranson
25,2017-12-28,25,25,VAN,H,CHI,W,0,0,0,0,Erik Gudbranson
26,2017-12-30,26,25,VAN,H,LAK,L,0,0,0,0,Erik Gudbranson
27,2018-01-02,27,25,VAN,H,ANA,L,0,0,0,0,Erik Gudbranson
28,2018-01-06,28,25,VAN,A,TOR,L-SO,0,0,0,2,Erik Gudbranson
29,2018-01-07,29,26,VAN,A,MTL,L,0,0,0,0,Erik Gudbranson
30,2018-01-09,30,26,VAN,A,WSH,L,0,0,0,0,Erik Gudbranson
31,2018-01-12,31,26,VAN,A,CBJ,W,1,0,1,0,Erik Gudbranson
32,2018-01-14,32,26,VAN,A,MIN,W,0,0,0,0,Erik Gudbranson
33,2018-02-01,33,26,VAN,H,CHI,W,0,0,0,0,Erik Gudbranson
34,2018-02-03,34,26,VAN,H,TBL,L,0,0,0,0,Erik Gudbranson
35,2018-02-06,35,26,VAN,A,FLA,L,0,0,0,0,Erik Gudbranson
36,2018-02-08,36,26,VAN,A,TBL,L,0,0,0,0,Erik Gudbranson
37,2018-02-09,37,26,VAN,A,CAR,L,0,0,0,2,Erik Gudbranson
38,2018-02-11,38,26,VAN,A,DAL,W,1,0,1,0,Erik Gudbranson
39,2018-02-14,39,26,VAN,H,FLA,L,0,0,0,0,Erik Gudbranson
40,2018-02-15,40,26,VAN,A,SJS,L,0,0,0,0,Erik Gudbranson
41,2018-02-17,41,26,VAN,H,BOS,W,0,0,0,0,Erik Gudbranson
42,2018-02-20,42,26,VAN,H,COL,L-OT,0,0,0,0,Erik Gudbranson
43,2018-02-23,43,26,VAN,A,VEG,L,0,0,0,0,Erik Gudbranson
44,2018-02-25,44,26,VAN,A,ARI,W,0,0,0,2,Erik Gudbranson
45,2018-02-26,45,26,VAN,A,COL,L,0,0,0,0,Erik Gudbranson
46,2018-02-28,46,26,VAN,H,NYR,L-OT,0,0,0,0,Erik Gudbranson
47,2018-03-02,47,26,VAN,H,NSH,L-OT,0,0,0,0,Erik Gudbranson
48,2018-03-05,48,26,VAN,H,NYI,W,0,0,0,0,Erik Gudbranson
49,2018-03-07,49,26,VAN,H,ARI,L,0,0,0,0,Erik Gudbranson
50,2018-03-09,50,26,VAN,H,MIN,L,0,1,1,0,Erik Gudbranson
51,2018-03-11,51,26,VAN,A,ARI,L,0,0,0,0,Erik Gudbranson
52,2018-03-12,52,26,VAN,A,LAK,L,0,0,0,0,Erik Gudbranson
1,2018-10-03,1,26,VAN,H,CGY,W,0,1,1,9,Erik Gudbranson
2,2018-10-06,2,26,VAN,A,CGY,L,0,0,0,0,Erik Gudbranson
3,2018-10-09,3,26,VAN,A,CAR,L,0,0,0,0,Erik Gudbranson
4,2018-10-11,4,26,VAN,A,TBL,W,0,0,0,2,Erik Gudbranson
5,2018-10-13,5,26,VAN,A,FLA,W,0,0,0,0,Erik Gudbranson
6,2018-10-16,6,26,VAN,A,PIT,W,0,0,0,0,Erik Gudbranson
7,2018-10-18,7,26,VAN,A,WPG,L,0,0,0,10,Erik Gudbranson
8,2018-10-20,8,26,VAN,H,BOS,W,0,0,0,2,Erik Gudbranson
9,2018-10-22,9,26,VAN,H,WSH,L,0,0,0,2,Erik Gudbranson
10,2018-10-24,10,26,VAN,A,VEG,W,0,0,0,0,Erik Gudbranson
11,2018-10-25,11,26,VAN,A,ARI,L,0,0,0,0,Erik Gudbranson
12,2018-10-27,12,26,VAN,H,PIT,L,0,0,0,0,Erik Gudbranson
13,2018-10-29,13,26,VAN,H,MIN,W,0,0,0,2,Erik Gudbranson
14,2018-10-31,14,26,VAN,H,CHI,W,0,1,1,0,Erik Gudbranson
15,2018-11-02,15,26,VAN,H,COL,W,0,1,1,0,Erik Gudbranson
16,2018-11-06,16,26,VAN,A,DET,L-SO,0,1,1,2,Erik Gudbranson
17,2018-11-08,17,26,VAN,A,BOS,W,1,1,2,0,Erik Gudbranson
18,2018-11-10,18,26,VAN,A,BUF,L-SO,1,0,1,0,Erik Gudbranson
19,2018-11-12,19,26,VAN,A,NYR,L,0,0,0,0,Erik Gudbranson
20,2018-11-13,20,26,VAN,A,NYI,L,0,0,0,10,Erik Gudbranson
21,2018-11-15,21,26,VAN,A,MIN,L,0,0,0,0,Erik Gudbranson
22,2018-11-17,22,26,VAN,H,MTL,L,0,0,0,0,Erik Gudbranson
23,2018-11-19,23,26,VAN,H,WPG,L,0,0,0,2,Erik Gudbranson
24,2018-11-21,24,26,VAN,A,ANA,L,0,0,0,0,Erik Gudbranson
25,2018-11-23,25,26,VAN,A,SJS,L,0,0,0,0,Erik Gudbranson
26,2018-11-24,26,26,VAN,A,LAK,W,0,0,0,0,Erik Gudbranson
27,2018-12-04,27,26,VAN,H,MIN,L,0,0,0,0,Erik Gudbranson
28,2018-12-06,28,26,VAN,H,NSH,W,0,0,0,0,Erik Gudbranson
29,2018-12-09,29,26,VAN,A,STL,W,0,1,1,4,Erik Gudbranson
30,2018-12-11,30,26,VAN,A,CBJ,W,0,0,0,0,Erik Gudbranson
31,2018-12-16,31,26,VAN,H,EDM,W,0,0,0,0,Erik Gudbranson
32,2018-12-18,32,26,VAN,H,TBL,L,0,0,0,2,Erik Gudbranson
33,2018-12-20,33,26,VAN,H,STL,W,0,0,0,0,Erik Gudbranson
34,2018-12-22,34,26,VAN,H,WPG,L,0,0,0,0,Erik Gudbranson
35,2018-12-27,35,26,VAN,A,EDM,W,0,0,0,0,Erik Gudbranson
36,2018-12-29,36,26,VAN,A,CGY,W,0,0,0,2,Erik Gudbranson
37,2018-12-31,37,26,VAN,A,NJD,L,0,0,0,0,Erik Gudbranson
38,2019-01-02,38,26,VAN,A,OTT,W,0,0,0,0,Erik Gudbranson
39,2019-01-03,39,26,VAN,A,MTL,L,0,0,0,0,Erik Gudbranson
40,2019-01-05,40,26,VAN,A,TOR,L,0,0,0,0,Erik Gudbranson
41,2019-01-10,41,27,VAN,H,ARI,L-OT,0,0,0,0,Erik Gudbranson
42,2019-01-13,42,27,VAN,H,FLA,W,0,0,0,5,Erik Gudbranson
43,2019-01-16,43,27,VAN,H,EDM,L-SO,0,0,0,0,Erik Gudbranson
44,2019-01-18,44,27,VAN,H,BUF,W,0,0,0,2,Erik Gudbranson
45,2019-01-20,45,27,VAN,H,DET,W,0,0,0,0,Erik Gudbranson
46,2019-01-23,46,27,VAN,H,CAR,L,0,0,0,14,Erik Gudbranson
47,2019-02-02,47,27,VAN,A,COL,W,0,0,0,0,Erik Gudbranson
48,2019-02-04,48,27,VAN,A,PHI,L,0,0,0,0,Erik Gudbranson
49,2019-02-05,49,27,VAN,A,WSH,L,0,0,0,0,Erik Gudbranson
50,2019-02-07,50,27,VAN,A,CHI,L-OT,0,0,0,0,Erik Gudbranson
51,2019-02-09,51,27,VAN,H,CGY,W,0,0,0,0,Erik Gudbranson
52,2019-02-11,52,27,VAN,H,SJS,L,0,0,0,2,Erik Gudbranson
53,2019-02-13,53,27,VAN,A,ANA,L,0,0,0,7,Erik Gudbranson
54,2019-02-14,54,27,VAN,A,LAK,W,0,0,0,2,Erik Gudbranson
55,2019-02-16,55,27,VAN,A,SJS,L,0,0,0,0,Erik Gudbranson
56,2019-02-21,56,27,VAN,H,ARI,L-OT,0,0,0,2,Erik Gudbranson
57,2019-02-23,57,27,VAN,H,NYI,L,0,0,0,0,Erik Gudbranson
58,2019-03-01,58,27,PIT,A,BUF,L-OT,0,0,0,0,Erik Gudbranson
59,2019-03-02,59,27,PIT,A,MTL,W,0,1,1,0,Erik Gudbranson
60,2019-03-05,60,27,PIT,H,FLA,W,0,0,0,2,Erik Gudbranson
61,2019-03-07,61,27,PIT,H,CBJ,W,0,0,0,0,Erik Gudbranson
62,2019-03-09,62,27,PIT,A,CBJ,L,0,0,0,0,Erik Gudbranson
63,2019-03-10,63,27,PIT,H,BOS,W,0,0,0,0,Erik Gudbranson
64,2019-03-12,64,27,PIT,H,WSH,W,0,0,0,2,Erik Gudbranson
65,2019-03-14,65,27,PIT,A,BUF,W,0,0,0,0,Erik Gudbranson
66,2019-03-16,66,27,PIT,H,STL,L,0,0,0,0,Erik Gudbranson
67,2019-03-17,67,27,PIT,H,PHI,L-OT,0,0,0,0,Erik Gudbranson
68,2019-03-19,68,27,PIT,A,CAR,L-SO,0,0,0,0,Erik Gudbranson
69,2019-03-21,69,27,PIT,A,NSH,W,0,0,0,0,Erik Gudbranson
70,2019-03-23,70,27,PIT,A,DAL,W,0,1,1,0,Erik Gudbranson
71,2019-03-25,71,27,PIT,A,NYR,W,0,0,0,0,Erik Gudbranson
72,2019-03-29,72,27,PIT,H,NSH,L,0,0,0,0,Erik Gudbranson
73,2019-03-31,73,27,PIT,H,CAR,W,0,0,0,0,Erik Gudbranson
74,2019-04-02,74,27,PIT,A,DET,L,0,0,0,0,Erik Gudbranson
75,2019-04-04,75,27,PIT,H,DET,W,0,0,0,0,Erik Gudbranson
76,2019-04-06,76,27,PIT,H,NYR,L-OT,0,0,0,0,Erik Gudbranson
1,2019-10-03,1,27,PIT,H,BUF,L,0,0,0,0,Erik Gudbranson
2,2019-10-05,2,27,PIT,H,CBJ,W,0,0,0,0,Erik Gudbranson
3,2019-10-08,3,27,PIT,H,WPG,L,0,0,0,0,Erik Gudbranson
4,2019-10-13,4,27,PIT,A,WPG,W,0,0,0,2,Erik Gudbranson
5,2019-10-19,5,27,PIT,H,VEG,L,0,0,0,0,Erik Gudbranson
6,2019-10-22,6,27,PIT,A,FLA,L,0,0,0,0,Erik Gudbranson
7,2019-10-23,7,27,PIT,A,TBL,L,0,0,0,2,Erik Gudbranson
8,2019-10-26,8,27,ANA,A,COL,W,0,0,0,2,Erik Gudbranson
9,2019-10-27,9,27,ANA,A,VEG,L,0,0,0,0,Erik Gudbranson
10,2019-10-29,10,27,ANA,H,WPG,W,0,0,0,0,Erik Gudbranson
11,2019-11-01,11,27,ANA,H,VAN,W,0,0,0,0,Erik Gudbranson
12,2019-11-03,12,27,ANA,H,CHI,L-OT,1,0,1,0,Erik Gudbranson
13,2019-11-05,13,27,ANA,H,MIN,L,0,0,0,0,Erik Gudbranson
14,2019-11-10,14,27,ANA,H,EDM,L,0,0,0,0,Erik Gudbranson
15,2019-11-12,15,27,ANA,H,DET,L-OT,0,0,0,0,Erik Gudbranson
16,2019-11-14,16,27,ANA,H,SJS,L,0,0,0,2,Erik Gudbranson
17,2019-11-16,17,27,ANA,A,STL,W,0,0,0,0,Erik Gudbranson
18,2019-11-18,18,27,ANA,A,WSH,L,0,0,0,12,Erik Gudbranson
19,2019-11-21,19,27,ANA,A,FLA,L-OT,0,1,1,0,Erik Gudbranson
20,2019-11-23,20,27,ANA,A,TBL,L,0,0,0,2,Erik Gudbranson
21,2019-11-25,21,27,ANA,H,NYI,W,0,1,1,0,Erik Gudbranson
22,2019-11-27,22,27,ANA,A,ARI,L-SO,0,1,1,0,Erik Gudbranson
23,2019-11-29,23,27,ANA,H,WPG,L,0,0,0,29,Erik Gudbranson
24,2019-12-02,24,27,ANA,H,LAK,W,0,0,0,2,Erik Gudbranson
25,2019-12-06,25,27,ANA,H,WSH,L,0,0,0,17,Erik Gudbranson
26,2019-12-08,26,27,ANA,A,WPG,L,0,0,0,0,Erik Gudbranson
27,2019-12-10,27,27,ANA,A,MIN,W,0,0,0,0,Erik Gudbranson
28,2019-12-12,28,27,ANA,H,LAK,L,0,0,0,0,Erik Gudbranson
29,2019-12-14,29,27,ANA,H,NYR,W,1,0,1,0,Erik Gudbranson
30,2019-12-17,30,27,ANA,A,PHI,L,0,0,0,2,Erik Gudbranson
31,2019-12-18,31,27,ANA,A,NJD,L,0,0,0,0,Erik Gudbranson
32,2019-12-21,32,27,ANA,A,NYI,W,0,0,0,0,Erik Gudbranson
33,2019-12-22,33,27,ANA,A,NYR,L,0,0,0,14,Erik Gudbranson
34,2019-12-27,34,27,ANA,H,VEG,W,0,0,0,0,Erik Gudbranson
35,2019-12-29,35,27,ANA,H,PHI,L-OT,1,0,1,0,Erik Gudbranson
36,2019-12-31,36,27,ANA,A,VEG,L,0,0,0,0,Erik Gudbranson
37,2020-01-02,37,27,ANA,A,ARI,L,0,0,0,0,Erik Gudbranson
38,2020-01-05,38,27,ANA,H,NSH,W,0,1,1,0,Erik Gudbranson
39,2020-01-07,39,28,ANA,H,CBJ,L,0,0,0,0,Erik Gudbranson
40,2020-01-09,40,28,ANA,H,DAL,L,0,0,0,0,Erik Gudbranson
41,2020-01-11,41,28,ANA,A,CHI,L,0,0,0,2,Erik Gudbranson
42,2020-01-13,42,28,ANA,A,STL,L,0,0,0,0,Erik Gudbranson
43,2020-01-16,43,28,ANA,A,NSH,W,0,0,0,0,Erik Gudbranson
44,2020-01-17,44,28,ANA,A,CAR,W,1,0,1,0,Erik Gudbranson
45,2020-01-27,45,28,ANA,A,SJS,L,0,1,1,5,Erik Gudbranson
46,2020-01-29,46,28,ANA,H,ARI,W,0,0,0,0,Erik Gudbranson
47,2020-01-31,47,28,ANA,H,TBL,L,0,0,0,0,Erik Gudbranson
48,2020-02-01,48,28,ANA,A,LAK,W,0,0,0,0,Erik Gudbranson
49,2020-02-04,49,28,ANA,A,OTT,W,0,0,0,2,Erik Gudbranson
50,2020-02-06,50,28,ANA,A,MTL,L-OT,0,0,0,0,Erik Gudbranson
51,2020-02-07,51,28,ANA,A,TOR,L-OT,0,0,0,0,Erik Gudbranson
1,2007-01-18,1,24,PHI,H,NYI,L,0,0,0,0,Nate Guenin
2,2007-01-20,2,24,PHI,A,NJD,L-SO,0,0,0,0,Nate Guenin
3,2007-01-28,3,24,PHI,A,ATL,W,0,0,0,0,Nate Guenin
4,2007-01-30,4,24,PHI,H,TBL,L-SO,0,0,0,0,Nate Guenin
5,2007-02-01,5,24,PHI,H,NJD,L-OT,0,0,0,2,Nate Guenin
6,2007-02-03,6,24,PHI,A,ATL,W,0,0,0,0,Nate Guenin
7,2007-03-31,7,24,PHI,H,NYR,L,0,2,2,0,Nate Guenin
8,2007-04-03,8,24,PHI,A,TOR,L-OT,0,0,0,2,Nate Guenin
9,2007-04-05,9,24,PHI,H,NJD,L,0,0,0,0,Nate Guenin
1,2007-11-01,1,24,PHI,A,MTL,L,0,0,0,2,Nate Guenin
2,2007-11-02,2,24,PHI,A,WSH,W,0,0,0,0,Nate Guenin
1,2009-03-01,1,26,PHI,A,NJD,L,0,0,0,0,Nate Guenin
1,2009-11-16,1,26,PIT,H,ANA,W,0,0,0,0,Nate Guenin
2,2009-11-19,2,26,PIT,A,OTT,L,0,0,0,0,Nate Guenin
1,2010-10-16,1,27,CBJ,A,MIN,W,0,0,0,0,Nate Guenin
2,2010-10-20,2,27,CBJ,H,ANA,W,0,0,0,0,Nate Guenin
3,2010-10-22,3,27,CBJ,H,CGY,L,0,0,0,2,Nate Guenin
1,2011-10-07,1,28,ANA,A,BUF,L,1,0,1,2,Nate Guenin
2,2011-10-08,2,28,ANA,H,NYR,W,0,0,0,0,Nate Guenin
3,2011-11-25,3,28,ANA,H,CHI,L,0,0,0,0,Nate Guenin
4,2011-11-27,4,28,ANA,H,TOR,L,0,0,0,2,Nate Guenin
5,2011-11-30,5,28,ANA,H,MTL,W,0,0,0,0,Nate Guenin
6,2011-12-02,6,28,ANA,H,PHI,L-OT,0,0,0,2,Nate Guenin
7,2011-12-06,7,28,ANA,H,LAK,W,0,0,0,0,Nate Guenin
8,2011-12-08,8,28,ANA,A,STL,L,0,0,0,0,Nate Guenin
9,2011-12-10,9,29,ANA,A,NSH,L,0,0,0,0,Nate Guenin
10,2012-01-22,10,29,ANA,H,COL,W,0,0,0,0,Nate Guenin
11,2012-03-12,11,29,ANA,A,COL,L-OT,0,0,0,0,Nate Guenin
12,2012-03-14,12,29,ANA,H,DET,W,0,0,0,0,Nate Guenin
13,2012-03-18,13,29,ANA,H,NSH,L,0,0,0,0,Nate Guenin
14,2012-03-19,14,29,ANA,A,SJS,W,1,0,1,0,Nate Guenin
15,2012-03-21,15,29,ANA,H,STL,W,0,0,0,0,Nate Guenin
1,2013-10-02,1,30,COL,H,ANA,W,0,0,0,0,Nate Guenin
2,2013-10-04,2,30,COL,H,NSH,W,0,1,1,0,Nate Guenin
3,2013-10-08,3,30,COL,A,TOR,W,0,0,0,0,Nate Guenin
4,2013-10-10,4,30,COL,A,BOS,W,0,0,0,0,Nate Guenin
5,2013-10-12,5,30,COL,A,WSH,W,0,0,0,0,Nate Guenin
6,2013-10-15,6,30,COL,H,DAL,W,0,0,0,0,Nate Guenin
7,2013-10-17,7,30,COL,H,DET,L,0,0,0,0,Nate Guenin
8,2013-10-19,8,30,COL,A,BUF,W,0,0,0,0,Nate Guenin
9,2013-10-21,9,30,COL,A,PIT,W,0,0,0,4,Nate Guenin
10,2013-10-25,10,30,COL,H,CAR,W,0,0,0,0,Nate Guenin
11,2013-10-27,11,30,COL,H,WPG,W,0,0,0,2,Nate Guenin
12,2013-11-01,12,30,COL,A,DAL,W,0,1,1,0,Nate Guenin
13,2013-11-02,13,30,COL,H,MTL,W,0,0,0,2,Nate Guenin
14,2013-11-06,14,30,COL,H,NSH,L,0,0,0,0,Nate Guenin
15,2013-11-08,15,30,COL,H,CGY,W,0,0,0,0,Nate Guenin
16,2013-11-10,16,30,COL,H,WSH,W,0,0,0,0,Nate Guenin
17,2013-11-12,17,30,COL,A,CAR,L,0,0,0,0,Nate Guenin
18,2013-11-14,18,30,COL,A,STL,L,0,1,1,0,Nate Guenin
19,2013-11-16,19,30,COL,H,FLA,L,0,0,0,4,Nate Guenin
20,2013-11-19,20,30,COL,H,CHI,W,0,0,0,0,Nate Guenin
21,2013-11-21,21,30,COL,A,PHX,W,0,0,0,0,Nate Guenin
22,2013-11-23,22,30,COL,A,LAK,W,0,0,0,0,Nate Guenin
23,2013-11-27,23,30,COL,H,STL,L,0,0,0,0,Nate Guenin
24,2013-11-29,24,30,COL,A,MIN,W,0,0,0,0,Nate Guenin
25,2013-11-30,25,30,COL,H,MIN,W,0,0,0,0,Nate Guenin
26,2013-12-05,26,30,COL,A,EDM,L,0,0,0,0,Nate Guenin
27,2013-12-06,27,30,COL,A,CGY,W,0,0,0,0,Nate Guenin
28,2013-12-08,28,30,COL,A,VAN,L,0,0,0,0,Nate Guenin
29,2013-12-10,29,31,COL,H,PHX,L,0,0,0,0,Nate Guenin
30,2013-12-12,30,31,COL,A,WPG,W,0,1,1,2,Nate Guenin
31,2013-12-14,31,31,COL,H,MIN,L-SO,0,0,0,0,Nate Guenin
32,2013-12-16,32,31,COL,H,DAL,W,0,0,0,0,Nate Guenin
33,2013-12-19,33,31,COL,H,EDM,W,0,0,0,0,Nate Guenin
34,2013-12-21,34,31,COL,A,LAK,L-SO,0,0,0,0,Nate Guenin
35,2013-12-23,35,31,COL,A,SJS,L-SO,0,0,0,0,Nate Guenin
36,2013-12-27,36,31,COL,A,CHI,L,0,0,0,0,Nate Guenin
37,2014-01-02,37,31,COL,H,PHI,W,0,0,0,0,Nate Guenin
38,2014-01-04,38,31,COL,H,SJS,W,0,0,0,0,Nate Guenin
39,2014-01-25,39,31,COL,A,TBL,L,0,0,0,0,Nate Guenin
40,2014-01-27,40,31,COL,A,DAL,W,0,0,0,2,Nate Guenin
41,2014-01-30,41,31,COL,H,MIN,W,0,1,1,12,Nate Guenin
42,2014-02-01,42,31,COL,H,BUF,W,0,0,0,0,Nate Guenin
43,2014-02-03,43,31,COL,A,NJD,W,0,0,0,0,Nate Guenin
44,2014-02-04,44,31,COL,A,NYR,L,0,0,0,0,Nate Guenin
45,2014-02-06,45,31,COL,A,PHI,L,0,0,0,0,Nate Guenin
46,2014-02-08,46,31,COL,A,NYI,W,0,0,0,0,Nate Guenin
47,2014-02-26,47,31,COL,H,LAK,L,0,0,0,0,Nate Guenin
48,2014-02-28,48,31,COL,H,PHX,W,1,0,1,0,Nate Guenin
49,2014-03-02,49,31,COL,H,TBL,W,0,0,0,0,Nate Guenin
50,2014-03-04,50,31,COL,A,CHI,W,0,0,0,0,Nate Guenin
51,2014-03-08,51,31,COL,H,STL,L,0,0,0,0,Nate Guenin
52,2014-03-10,52,31,COL,H,WPG,W,0,0,0,0,Nate Guenin
53,2014-03-12,53,31,COL,H,CHI,W,0,0,0,2,Nate Guenin
54,2014-03-14,54,31,COL,H,ANA,L,0,1,1,0,Nate Guenin
55,2014-03-16,55,31,COL,A,OTT,W,0,0,0,0,Nate Guenin
56,2014-03-18,56,31,COL,A,MTL,L,0,0,0,0,Nate Guenin
57,2014-03-19,57,31,COL,A,WPG,L-OT,0,1,1,0,Nate Guenin
58,2014-03-21,58,31,COL,H,BOS,L,0,0,0,0,Nate Guenin
59,2014-03-27,59,31,COL,H,VAN,W,0,0,0,0,Nate Guenin
60,2014-03-29,60,31,COL,H,SJS,W,0,0,0,2,Nate Guenin
61,2014-04-01,61,31,COL,A,CBJ,W,0,0,0,0,Nate Guenin
62,2014-04-03,62,31,COL,H,NYR,W,0,0,0,0,Nate Guenin
63,2014-04-05,63,31,COL,A,STL,W,0,1,1,10,Nate Guenin
64,2014-04-06,64,31,COL,H,PIT,L-SO,0,0,0,0,Nate Guenin
65,2014-04-08,65,31,COL,A,EDM,W,0,0,0,0,Nate Guenin
66,2014-04-10,66,31,COL,A,VAN,W,0,0,0,0,Nate Guenin
67,2014-04-11,67,31,COL,A,SJS,L,0,0,0,0,Nate Guenin
68,2014-04-13,68,31,COL,A,ANA,L-OT,0,0,0,4,Nate Guenin
1,2014-10-09,1,31,COL,A,MIN,L,0,0,0,0,Nate Guenin
2,2014-10-14,2,31,COL,A,TOR,L-OT,0,0,0,0,Nate Guenin
3,2014-10-16,3,31,COL,A,OTT,L,0,0,0,2,Nate Guenin
4,2014-10-18,4,31,COL,A,MTL,L,0,0,0,0,Nate Guenin
5,2014-10-30,5,31,COL,H,NYI,W,0,0,0,0,Nate Guenin
6,2014-11-01,6,31,COL,A,STL,L-SO,0,0,0,0,Nate Guenin
7,2014-11-02,7,31,COL,H,ANA,L,0,1,1,0,Nate Guenin
8,2014-11-04,8,31,COL,H,VAN,L,0,0,0,0,Nate Guenin
9,2014-11-06,9,31,COL,H,TOR,W,0,0,0,0,Nate Guenin
10,2014-11-08,10,31,COL,A,PHI,L,0,0,0,2,Nate Guenin
11,2014-11-11,11,31,COL,A,NYI,L,0,0,0,0,Nate Guenin
12,2014-11-13,12,31,COL,A,NYR,W,0,0,0,0,Nate Guenin
13,2014-11-15,13,31,COL,A,NJD,W,0,0,0,0,Nate Guenin
14,2014-11-20,14,31,COL,H,WSH,L,0,0,0,0,Nate Guenin
15,2014-11-22,15,31,COL,H,CAR,W,0,0,0,0,Nate Guenin
16,2014-11-25,16,31,COL,A,ARI,W,0,0,0,0,Nate Guenin
17,2014-11-26,17,31,COL,H,CHI,L,0,0,0,0,Nate Guenin
18,2014-11-29,18,31,COL,H,DAL,W,0,1,1,0,Nate Guenin
19,2014-12-01,19,31,COL,H,MTL,L,0,1,1,2,Nate Guenin
20,2014-12-04,20,31,COL,A,CGY,L-OT,0,0,0,2,Nate Guenin
21,2014-12-05,21,31,COL,A,WPG,L,0,0,0,0,Nate Guenin
22,2014-12-09,22,31,COL,H,NSH,L,0,0,0,0,Nate Guenin
23,2014-12-11,23,32,COL,H,WPG,W,0,0,0,0,Nate Guenin
24,2014-12-13,24,32,COL,H,STL,L-OT,0,0,0,0,Nate Guenin
25,2014-12-18,25,32,COL,A,PIT,L-OT,0,0,0,0,Nate Guenin
26,2014-12-20,26,32,COL,A,BUF,W,0,0,0,0,Nate Guenin
27,2014-12-21,27,32,COL,A,DET,W,0,0,0,2,Nate Guenin
28,2014-12-23,28,32,COL,H,STL,W,0,0,0,0,Nate Guenin
29,2014-12-27,29,32,COL,H,CHI,L,0,0,0,0,Nate Guenin
30,2014-12-29,30,32,COL,A,STL,L,0,0,0,0,Nate Guenin
31,2014-12-31,31,32,COL,H,PHI,W,1,0,1,0,Nate Guenin
32,2015-01-02,32,32,COL,H,EDM,W,0,0,0,0,Nate Guenin
33,2015-01-04,33,32,COL,H,CBJ,L,0,0,0,2,Nate Guenin
34,2015-01-06,34,32,COL,A,CHI,W,0,0,0,0,Nate Guenin
35,2015-01-08,35,32,COL,H,OTT,W,0,1,1,0,Nate Guenin
36,2015-01-10,36,32,COL,H,DAL,W,0,1,1,0,Nate Guenin
37,2015-01-12,37,32,COL,A,WSH,L,0,0,0,2,Nate Guenin
38,2015-01-13,38,32,COL,A,CAR,L-SO,0,0,0,0,Nate Guenin
39,2015-01-15,39,32,COL,A,FLA,W,0,1,1,0,Nate Guenin
40,2015-01-17,40,32,COL,A,TBL,L-SO,0,0,0,0,Nate Guenin
41,2015-01-19,41,32,COL,A,STL,L,0,0,0,0,Nate Guenin
42,2015-01-21,42,32,COL,H,BOS,W,0,0,0,0,Nate Guenin
43,2015-01-27,43,32,COL,A,NSH,L-OT,0,0,0,0,Nate Guenin
44,2015-01-30,44,32,COL,H,NSH,W,0,0,0,0,Nate Guenin
45,2015-02-03,45,32,COL,A,DAL,W,0,0,0,0,Nate Guenin
46,2015-02-05,46,32,COL,H,DET,L,0,0,0,0,Nate Guenin
47,2015-02-07,47,32,COL,A,MIN,L,0,0,0,0,Nate Guenin
48,2015-02-08,48,32,COL,A,WPG,L,0,1,1,0,Nate Guenin
49,2015-02-12,49,32,COL,H,NYR,L,0,0,0,0,Nate Guenin
50,2015-02-14,50,32,COL,H,DAL,W,0,1,1,0,Nate Guenin
51,2015-02-16,51,32,COL,H,ARI,W,0,0,0,0,Nate Guenin
52,2015-02-18,52,32,COL,H,LAK,L,0,0,0,0,Nate Guenin
53,2015-02-20,53,32,COL,A,CHI,W,0,0,0,0,Nate Guenin
54,2015-02-22,54,32,COL,H,TBL,W,0,0,0,5,Nate Guenin
55,2015-02-24,55,32,COL,A,NSH,L,0,0,0,0,Nate Guenin
56,2015-02-27,56,32,COL,A,DAL,W,1,2,3,0,Nate Guenin
57,2015-02-28,57,32,COL,H,MIN,L,0,0,0,5,Nate Guenin
58,2015-03-04,58,32,COL,H,PIT,W,0,0,0,0,Nate Guenin
59,2015-03-07,59,32,COL,A,CBJ,W,0,1,1,0,Nate Guenin
60,2015-03-08,60,32,COL,A,MIN,W,0,0,0,0,Nate Guenin
61,2015-03-10,61,32,COL,H,LAK,L,0,0,0,0,Nate Guenin
62,2015-03-12,62,32,COL,H,NJD,W,0,0,0,0,Nate Guenin
63,2015-03-14,63,32,COL,H,CGY,W,0,1,1,2,Nate Guenin
64,2015-03-19,64,32,COL,A,ARI,W,0,0,0,2,Nate Guenin
65,2015-03-20,65,32,COL,A,ANA,L-OT,0,0,0,0,Nate Guenin
