,Player,Age,Player_Season_Num,PTS,GP,prev_GP,prev_G,prev_A,prev_PTS,prev_S,prev_TOI,career_GP,career_G,career_A,career_PTS,career_S,games,total_goals_per_game,goals_pp,chances_pp,shots,shot_pct
1034,Artturi Lehkonen,24.0,4,27,70,73,18,10,28,158.0,1012.0,73,18,10,28,158.0,82,5.45,47,245,2478,9.0
1035,Austin Czarnik,27.0,4,3,8,49,5,8,13,66.0,638.0,49,5,8,13,66.0,82,5.45,47,245,2478,9.0
1036,Austin Watson,26.0,4,19,76,6,1,0,1,4.0,76.0,6,1,0,1,4.0,48,5.31,29,160,1399,9.1
1037,Austin Watson,27.0,5,16,37,57,3,7,10,55.0,570.0,63,4,7,11,59.0,82,5.34,48,255,2438,9.0
1038,Austin Watson,28.0,6,14,53,77,5,12,17,90.0,957.0,140,9,19,28,149.0,82,5.45,47,245,2478,9.0
1039,Auston Matthews,22.0,4,80,70,82,40,29,69,279.0,1446.0,82,40,29,69,279.0,82,5.45,47,245,2478,9.0
1040,B.J. Crombeen,25.0,4,14,80,8,0,2,2,9.0,53.0,8,0,2,2,9.0,82,5.44,62,351,2383,9.4
1041,B.J. Crombeen,26.0,5,3,40,81,12,10,22,124.0,1031.0,89,12,12,24,133.0,82,5.7,65,341,2477,9.4
1042,B.J. Crombeen,27.0,6,8,44,79,7,8,15,120.0,1033.0,168,19,20,39,253.0,82,5.53,56,304,2486,9.1
1043,B.J. Crombeen,28.0,7,10,55,80,7,7,14,113.0,1024.0,248,26,27,53,366.0,82,5.46,52,291,2492,9.0
1044,B.J. Crombeen,29.0,8,6,58,40,1,2,3,50.0,332.0,288,27,29,56,416.0,82,5.32,47,271,2439,8.9
1045,Barclay Goodrow,24.0,4,14,47,60,4,8,12,68.0,664.0,60,4,8,12,68.0,82,5.32,47,251,2453,8.9
1046,Barclay Goodrow,25.0,5,17,82,14,0,3,3,7.0,144.0,74,4,11,15,75.0,82,5.34,48,255,2438,9.0
1047,Barclay Goodrow,26.0,6,26,70,3,0,1,1,3.0,34.0,77,4,12,16,78.0,82,5.45,47,245,2478,9.0
1048,Barret Jackman,24.0,4,10,63,1,0,0,0,1.0,19.0,1,0,0,0,1.0,82,5.24,53,338,2262,9.5
1049,Barret Jackman,25.0,5,27,70,82,3,16,19,66.0,1644.0,83,3,16,19,67.0,82,5.31,60,363,2326,9.4
1050,Barret Jackman,26.0,6,16,78,15,1,2,3,11.0,274.0,98,4,18,22,78.0,82,5.14,57,348,2300,9.2
1051,Barret Jackman,27.0,7,21,82,63,4,6,10,56.0,1182.0,161,8,24,32,134.0,82,6.05,85,480,2458,10.1
1052,Barret Jackman,28.0,8,17,66,70,3,24,27,86.0,1505.0,231,11,48,59,220.0,82,5.76,70,398,2426,9.7
1053,Barret Jackman,29.0,9,13,60,78,2,14,16,80.0,1747.0,309,13,62,75,300.0,82,5.44,62,351,2383,9.4
1054,Barret Jackman,30.0,10,13,81,82,4,17,21,89.0,1922.0,391,17,79,96,389.0,82,5.7,65,341,2477,9.4
1055,Barret Jackman,31.0,11,12,46,66,2,15,17,73.0,1497.0,457,19,94,113,462.0,82,5.53,56,304,2486,9.1
1056,Barret Jackman,32.0,12,15,79,60,0,13,13,65.0,1248.0,517,19,107,126,527.0,82,5.46,52,291,2492,9.0
1057,Barret Jackman,33.0,13,15,80,81,1,12,13,82.0,1675.0,598,20,119,139,609.0,82,5.32,47,271,2439,8.9
1058,Barret Jackman,34.0,14,5,73,46,3,9,12,39.0,889.0,644,23,128,151,648.0,48,5.31,29,160,1399,9.1
1059,Barry Melrose,26.0,4,7,52,74,4,6,10,101.0,,74,4,6,10,101.0,80,7.03,61,280,2352,12.0
1060,Barry Melrose,27.0,5,1,21,75,3,6,9,55.0,,149,7,12,19,156.0,80,7.69,77,340,2441,12.6
1061,Barry Melrose,29.0,6,0,14,64,1,5,6,45.0,,213,8,17,25,201.0,80,8.03,73,320,2489,12.9
1062,Barry Nieckar,30.0,4,0,1,2,0,0,0,1.0,,2,0,0,0,1.0,84,7.25,87,443,2603,11.7
1063,Barry Pederson,22.0,4,116,80,9,1,4,5,20.0,,9,1,4,5,20.0,80,7.69,77,340,2441,12.6
1064,Barry Pederson,23.0,5,12,22,80,44,48,92,197.0,,89,45,52,97,217.0,80,8.03,73,320,2489,12.9
1065,Barry Pederson,24.0,6,76,79,77,46,61,107,213.0,,166,91,113,204,430.0,80,7.73,71,310,2444,12.7
1066,Barry Pederson,25.0,7,76,79,80,39,77,116,236.0,,246,130,190,320,666.0,80,7.89,74,336,2448,12.9
1067,Barry Pederson,26.0,8,71,76,22,4,8,12,35.0,,268,134,198,332,701.0,80,7.77,71,321,2447,12.7
1068,Barry Pederson,27.0,9,41,62,79,29,47,76,192.0,,347,163,245,408,893.0,80,7.94,82,370,2484,12.8
1069,Barry Pederson,28.0,10,31,54,79,24,52,76,182.0,,426,187,297,484,1075.0,80,7.34,72,344,2400,12.2
1070,Barry Pederson,29.0,11,14,46,76,19,52,71,163.0,,502,206,349,555,1238.0,80,7.43,89,437,2435,12.2
1071,Barry Pederson,30.0,12,13,37,62,15,26,41,98.0,,564,221,375,596,1336.0,80,7.48,85,403,2430,12.3
1072,Barry Richter,29.0,4,2,23,4,0,1,1,3.0,,4,0,1,1,3.0,82,6.29,74,413,2481,10.4
1073,Barry Richter,30.0,5,0,2,50,5,13,18,79.0,,54,5,14,19,82.0,82,5.83,55,336,2444,9.8
1074,Barry Tallackson,25.0,4,0,4,10,1,1,2,11.0,81.0,10,1,1,2,11.0,82,6.05,85,480,2458,10.1
1075,Basil McRae,24.0,4,0,1,20,4,3,7,20.0,,20,4,3,7,20.0,80,8.03,73,320,2489,12.9
1076,Basil McRae,25.0,5,0,4,22,1,1,2,6.0,,42,5,4,9,26.0,80,7.73,71,310,2444,12.7
1077,Basil McRae,26.0,6,18,69,3,0,0,0,7.0,,45,5,4,9,33.0,80,7.89,74,336,2448,12.9
1078,Basil McRae,27.0,7,16,80,1,0,0,0,0.0,,46,5,4,9,33.0,80,7.77,71,321,2447,12.7
1079,Basil McRae,28.0,8,31,78,4,0,0,0,3.0,,50,5,4,9,36.0,80,7.94,82,370,2484,12.8
1080,Basil McRae,29.0,9,26,66,69,11,7,18,56.0,,119,16,11,27,92.0,80,7.34,72,344,2400,12.2
1081,Basil McRae,30.0,10,4,40,80,5,11,16,107.0,,199,21,22,43,199.0,80,7.43,89,437,2435,12.2
1082,Basil McRae,31.0,11,13,59,78,12,19,31,122.0,,277,33,41,74,321.0,80,7.48,85,403,2430,12.3
1083,Basil McRae,32.0,12,9,47,66,9,17,26,95.0,,343,42,58,100,416.0,80,7.37,76,367,2421,12.2
1084,Basil McRae,33.0,13,3,40,40,1,3,4,44.0,,383,43,61,104,460.0,80,6.91,71,366,2385,11.6
1085,Basil McRae,34.0,14,5,21,59,5,8,13,64.0,,442,48,69,117,524.0,80,6.96,77,402,2440,11.4
1086,Basil McRae,35.0,15,2,18,47,3,6,9,45.0,,489,51,75,126,569.0,84,7.25,87,443,2603,11.7
1087,Basil McRae,36.0,16,0,8,40,1,2,3,23.0,,529,52,77,129,592.0,84,6.48,76,407,2545,10.7
1088,Bates Battaglia,25.0,4,27,80,33,2,4,6,21.0,,33,2,4,6,21.0,82,5.28,57,380,2242,9.6
1089,Bates Battaglia,26.0,5,46,82,60,7,11,18,52.0,593.0,93,9,15,24,73.0,82,5.27,57,359,2285,9.4
1090,Bates Battaglia,27.0,6,25,83,77,16,18,34,86.0,1171.0,170,25,33,58,159.0,82,5.49,53,331,2294,9.8
1091,Bates Battaglia,28.0,7,11,70,80,12,15,27,133.0,1157.0,250,37,48,85,292.0,82,5.51,63,376,2272,9.9
1092,Bates Battaglia,31.0,8,31,82,82,21,25,46,167.0,1565.0,332,58,73,131,459.0,82,5.24,53,338,2262,9.5
1093,Bates Battaglia,32.0,9,0,13,83,6,19,25,123.0,1505.0,415,64,92,156,582.0,82,5.31,60,363,2326,9.4
1094,Beau Bennett,24.0,4,12,33,26,3,11,14,30.0,320.0,26,3,11,14,30.0,48,5.31,29,160,1399,9.1
1095,Beau Bennett,25.0,5,19,65,21,3,4,7,27.0,291.0,47,6,15,21,57.0,82,5.34,48,269,2463,8.9
1096,Beau Bennett,26.0,6,0,6,49,4,8,12,81.0,612.0,96,10,23,33,138.0,82,5.32,47,251,2453,8.9
1097,Ben Chiarot,25.0,4,12,59,1,0,0,0,0.0,11.0,1,0,0,0,0.0,82,5.34,48,269,2463,8.9
1098,Ben Chiarot,26.0,5,14,57,40,2,6,8,37.0,681.0,41,2,6,8,37.0,82,5.32,47,251,2453,8.9
1099,Ben Chiarot,27.0,6,20,78,70,1,9,10,74.0,1012.0,111,3,15,18,111.0,82,5.34,48,255,2438,9.0
1100,Ben Chiarot,28.0,7,21,69,59,2,10,12,49.0,904.0,170,5,25,30,160.0,82,5.45,47,245,2478,9.0
1101,Ben Clymer,24.0,4,18,65,60,2,6,8,98.0,1177.0,60,2,6,8,98.0,82,5.49,53,331,2294,9.8
1102,Ben Clymer,25.0,5,10,66,23,5,1,6,25.0,300.0,83,7,7,14,123.0,82,5.51,63,376,2272,9.9
1103,Ben Clymer,27.0,6,33,77,81,14,20,34,151.0,1412.0,164,21,27,48,274.0,82,5.24,53,338,2262,9.5
1104,Ben Clymer,28.0,7,20,66,65,6,12,18,103.0,887.0,229,27,39,66,377.0,82,5.31,60,363,2326,9.4
1105,Ben Eager,25.0,4,15,75,25,3,5,8,21.0,185.0,25,3,5,8,21.0,82,6.05,85,480,2458,10.1
1106,Ben Eager,26.0,5,16,60,63,6,5,11,48.0,519.0,88,9,10,19,69.0,82,5.76,70,398,2426,9.7
1107,Ben Eager,27.0,6,17,68,32,0,2,2,16.0,186.0,120,9,12,21,85.0,82,5.44,62,351,2383,9.4
1108,Ben Eager,28.0,7,13,63,75,11,4,15,80.0,639.0,195,20,16,36,165.0,82,5.7,65,341,2477,9.4
1109,Ben Eager,29.0,8,2,14,60,7,9,16,68.0,500.0,255,27,25,52,233.0,82,5.53,56,304,2486,9.1
1110,Ben Eager,30.0,9,1,7,68,7,10,17,84.0,723.0,323,34,35,69,317.0,82,5.46,52,291,2492,9.0
1111,Ben Guite,30.0,4,12,50,1,0,0,0,2.0,9.0,1,0,0,0,2.0,82,6.05,85,480,2458,10.1
1112,Ben Guite,31.0,5,0,6,39,3,8,11,63.0,479.0,40,3,8,11,65.0,82,5.76,70,398,2426,9.7
1113,Ben Harpur,24.0,4,5,51,5,0,1,1,3.0,68.0,5,0,1,1,3.0,82,5.34,48,255,2438,9.0
1114,Ben Hutton,25.0,4,20,69,75,1,24,25,104.0,1491.0,75,1,24,25,104.0,82,5.34,48,255,2438,9.0
1115,Ben Hutton,26.0,5,16,65,71,5,14,19,130.0,1455.0,146,6,38,44,234.0,82,5.45,47,245,2478,9.0
1116,Ben Lovejoy,27.0,4,5,34,2,0,0,0,1.0,24.0,2,0,0,0,1.0,82,5.7,65,341,2477,9.4
1117,Ben Lovejoy,28.0,5,10,35,12,0,3,3,14.0,199.0,14,0,3,3,15.0,82,5.53,56,304,2486,9.1
1118,Ben Lovejoy,29.0,6,18,78,47,3,14,17,60.0,705.0,61,3,17,20,75.0,82,5.46,52,291,2492,9.0
1119,Ben Lovejoy,30.0,7,14,60,34,1,4,5,48.0,451.0,95,4,21,25,123.0,82,5.32,47,271,2439,8.9
1120,Ben Lovejoy,31.0,8,10,66,35,0,10,10,58.0,624.0,130,4,31,35,181.0,48,5.31,29,160,1399,9.1
1121,Ben Lovejoy,32.0,9,7,82,78,5,13,18,107.0,1513.0,208,9,44,53,288.0,82,5.34,48,269,2463,8.9
1122,Ben Lovejoy,33.0,10,8,57,60,2,12,14,86.0,1166.0,268,11,56,67,374.0,82,5.32,47,251,2453,8.9
1123,Ben Lovejoy,34.0,11,9,71,66,4,6,10,90.0,1245.0,334,15,62,77,464.0,82,5.34,48,255,2438,9.0
1124,Ben Maxwell,23.0,4,6,15,7,0,0,0,2.0,69.0,7,0,0,0,2.0,82,5.7,65,341,2477,9.4
1125,Ben Ondrus,26.0,4,0,11,22,0,0,0,17.0,223.0,22,0,0,0,17.0,82,6.05,85,480,2458,10.1
1126,Ben Simon,27.0,4,0,13,6,0,0,0,7.0,56.0,6,0,0,0,7.0,82,5.24,53,338,2262,9.5
1127,Ben Smith,25.0,4,26,75,6,1,0,1,6.0,83.0,6,1,0,1,6.0,82,5.46,52,291,2492,9.0
1128,Ben Smith,26.0,5,14,80,13,2,0,2,18.0,128.0,19,3,0,3,24.0,82,5.32,47,271,2439,8.9
1129,Ben Smith,27.0,6,6,22,1,1,0,1,1.0,18.0,20,4,0,4,25.0,48,5.31,29,160,1399,9.1
1130,Ben Smith,28.0,7,4,40,75,14,12,26,90.0,955.0,95,18,12,30,115.0,82,5.34,48,269,2463,8.9
1131,Ben Street,28.0,4,0,7,6,0,1,1,13.0,82.0,6,0,1,1,13.0,48,5.31,29,160,1399,9.1
1132,Ben Street,29.0,5,1,6,13,0,1,1,17.0,138.0,19,0,2,2,30.0,82,5.34,48,269,2463,8.9
1133,Ben Street,31.0,6,5,21,3,0,0,0,4.0,35.0,22,0,2,2,34.0,82,5.32,47,251,2453,8.9
1134,Ben Street,32.0,7,1,3,7,0,0,0,8.0,51.0,29,0,2,2,42.0,82,5.34,48,255,2438,9.0
1135,Ben Walter,24.0,4,0,4,6,0,0,0,6.0,71.0,6,0,0,0,6.0,82,6.05,85,480,2458,10.1
1136,Ben Walter,25.0,5,0,2,4,0,0,0,0.0,25.0,10,0,0,0,6.0,82,5.76,70,398,2426,9.7
1137,Bengt Lundholm,29.0,4,30,78,66,14,30,44,99.0,,66,14,30,44,99.0,80,8.03,73,320,2489,12.9
1138,Bengt Lundholm,30.0,5,8,16,58,14,28,42,60.0,,124,28,58,86,159.0,80,7.73,71,310,2444,12.7
1139,Bengt-Ake Gustafsson,24.0,4,64,67,80,22,38,60,185.0,,80,22,38,60,185.0,80,7.03,61,280,2352,12.0
1140,Bengt-Ake Gustafsson,25.0,5,75,69,72,21,34,55,170.0,,152,43,72,115,355.0,80,7.69,77,340,2441,12.6
1141,Bengt-Ake Gustafsson,26.0,6,42,51,70,26,34,60,144.0,,222,69,106,175,499.0,80,8.03,73,320,2489,12.9
1142,Bengt-Ake Gustafsson,27.0,7,75,70,67,22,42,64,138.0,,289,91,148,239,637.0,80,7.73,71,310,2444,12.7
1143,Bengt-Ake Gustafsson,29.0,8,54,78,69,32,43,75,146.0,,358,123,191,314,783.0,80,7.89,74,336,2448,12.9
1144,Bengt-Ake Gustafsson,30.0,9,69,72,51,13,29,42,98.0,,409,136,220,356,881.0,80,7.77,71,321,2447,12.7
1145,Benn Ferriero,25.0,4,1,4,24,2,3,5,42.0,267.0,24,2,3,5,42.0,82,5.53,56,304,2486,9.1
1146,Benn Ferriero,26.0,5,0,2,33,5,4,9,56.0,432.0,57,7,7,14,98.0,82,5.46,52,291,2492,9.0
1147,Benoit Brunet,24.0,4,25,47,2,0,1,1,1.0,,2,0,1,1,1.0,80,7.48,85,403,2430,12.3
1148,Benoit Brunet,25.0,5,30,71,17,1,3,4,12.0,,19,1,4,5,13.0,80,6.91,71,366,2385,11.6
1149,Benoit Brunet,26.0,6,25,45,18,4,6,10,37.0,,37,5,10,15,50.0,80,6.96,77,402,2440,11.4
1150,Benoit Brunet,27.0,7,15,26,47,10,15,25,71.0,,84,15,25,40,121.0,84,7.25,87,443,2603,11.7
1151,Benoit Brunet,28.0,8,23,39,71,10,20,30,92.0,,155,25,45,70,213.0,84,6.48,76,407,2545,10.7
1152,Benoit Brunet,29.0,9,32,68,45,7,18,25,80.0,,200,32,63,95,293.0,48,5.97,37,209,1408,10.2
1153,Benoit Brunet,30.0,10,31,60,26,7,8,15,48.0,,226,39,71,110,341.0,82,6.29,74,413,2481,10.4
1154,Benoit Brunet,31.0,11,29,50,39,10,13,23,63.0,,265,49,84,133,404.0,82,5.83,55,336,2444,9.8
1155,Benoit Brunet,32.0,12,14,35,68,12,20,32,87.0,,333,61,104,165,491.0,82,5.28,57,380,2242,9.6
1156,Benoit Brunet,33.0,13,23,61,60,14,17,31,115.0,1067.0,393,75,121,196,606.0,82,5.27,57,359,2285,9.4
1157,Benoit Gratton,24.0,4,4,14,6,0,1,1,5.0,,6,0,1,1,5.0,82,5.28,57,380,2242,9.6
1158,Benoit Gratton,25.0,5,1,8,16,4,3,7,24.0,215.0,22,4,4,8,29.0,82,5.27,57,359,2285,9.4
1159,Benoit Gratton,27.0,6,1,4,10,0,2,2,4.0,83.0,32,4,6,10,33.0,82,5.49,53,331,2294,9.8
1160,Benoit Hogue,24.0,4,47,76,3,1,1,2,3.0,,3,1,1,2,3.0,80,7.43,89,437,2435,12.2
1161,Benoit Hogue,25.0,5,76,75,69,14,30,44,114.0,,72,15,31,46,117.0,80,7.48,85,403,2430,12.3
1162,Benoit Hogue,26.0,6,75,70,45,11,7,18,73.0,,117,26,38,64,190.0,80,7.37,76,367,2421,12.2
1163,Benoit Hogue,27.0,7,69,83,76,19,28,47,134.0,,193,45,66,111,324.0,80,6.91,71,366,2385,11.6
1164,Benoit Hogue,28.0,8,16,45,75,30,46,76,149.0,,268,75,112,187,473.0,80,6.96,77,402,2440,11.4
1165,Benoit Hogue,29.0,9,64,78,70,33,42,75,147.0,,338,108,154,262,620.0,84,7.25,87,443,2603,11.7
1166,Benoit Hogue,30.0,10,43,73,83,36,33,69,218.0,,421,144,187,331,838.0,84,6.48,76,407,2545,10.7
1167,Benoit Hogue,31.0,11,22,53,45,9,7,16,66.0,,466,153,194,347,904.0,48,5.97,37,209,1408,10.2
1168,Benoit Hogue,32.0,12,29,74,78,19,45,64,155.0,,544,172,239,411,1059.0,82,6.29,74,413,2481,10.4
1169,Benoit Hogue,33.0,13,13,27,73,19,24,43,131.0,,617,191,263,454,1190.0,82,5.83,55,336,2444,9.8
1170,Benoit Hogue,34.0,14,10,34,53,6,16,22,55.0,,670,197,279,476,1245.0,82,5.28,57,380,2242,9.6
1171,Benoit Hogue,35.0,15,15,58,74,12,17,29,121.0,1197.0,744,209,296,505,1366.0,82,5.27,57,359,2285,9.4
1172,Benoit Pouliot,23.0,4,28,53,3,0,0,0,1.0,21.0,3,0,0,0,1.0,82,5.76,70,398,2426,9.7
1173,Benoit Pouliot,24.0,5,30,79,11,2,1,3,10.0,97.0,14,2,1,3,11.0,82,5.44,62,351,2383,9.4
1174,Benoit Pouliot,25.0,6,32,74,37,5,6,11,34.0,438.0,51,7,7,14,45.0,82,5.7,65,341,2477,9.4
1175,Benoit Pouliot,26.0,7,20,34,53,17,11,28,111.0,820.0,104,24,18,42,156.0,82,5.53,56,304,2486,9.1
1176,Benoit Pouliot,27.0,8,36,80,79,13,17,30,129.0,911.0,183,37,35,72,285.0,82,5.46,52,291,2492,9.0
1177,Benoit Pouliot,28.0,9,34,58,74,16,16,32,107.0,904.0,257,53,51,104,392.0,82,5.32,47,271,2439,8.9
1178,Benoit Pouliot,29.0,10,36,55,34,8,12,20,60.0,450.0,291,61,63,124,452.0,48,5.31,29,160,1399,9.1
1179,Benoit Pouliot,30.0,11,14,67,80,15,21,36,141.0,1075.0,371,76,84,160,593.0,82,5.34,48,269,2463,8.9
1180,Benoit Pouliot,31.0,12,19,74,58,19,15,34,105.0,964.0,429,95,99,194,698.0,82,5.32,47,251,2453,8.9
1181,Bernie Nicholls,23.0,4,100,80,22,14,18,32,63.0,,22,14,18,32,63.0,80,8.03,73,320,2489,12.9
1182,Bernie Nicholls,24.0,5,97,80,71,28,22,50,171.0,,93,42,40,82,234.0,80,7.73,71,310,2444,12.7
1183,Bernie Nicholls,25.0,6,81,80,78,41,54,95,255.0,,171,83,94,177,489.0,80,7.89,74,336,2448,12.9
1184,Bernie Nicholls,26.0,7,78,65,80,46,54,100,329.0,,251,129,148,277,818.0,80,7.77,71,321,2447,12.7
1185,Bernie Nicholls,27.0,8,150,79,80,36,61,97,281.0,,331,165,209,374,1099.0,80,7.94,82,370,2484,12.8
1186,Bernie Nicholls,28.0,9,112,79,80,33,48,81,227.0,,411,198,257,455,1326.0,80,7.34,72,344,2400,12.2
1187,Bernie Nicholls,29.0,10,73,71,65,32,46,78,236.0,,476,230,303,533,1562.0,80,7.43,89,437,2435,12.2
1188,Bernie Nicholls,30.0,11,49,50,79,70,80,150,385.0,,555,300,383,683,1947.0,80,7.48,85,403,2430,12.3
1189,Bernie Nicholls,31.0,12,60,69,79,39,73,112,287.0,,634,339,456,795,2234.0,80,7.37,76,367,2421,12.2
1190,Bernie Nicholls,32.0,13,46,61,71,25,48,73,163.0,,705,364,504,868,2397.0,80,6.91,71,366,2385,11.6
1191,Bernie Nicholls,33.0,14,51,48,50,20,29,49,117.0,,755,384,533,917,2514.0,80,6.96,77,402,2440,11.4
1192,Bernie Nicholls,34.0,15,60,59,69,13,47,60,132.0,,824,397,580,977,2646.0,84,7.25,87,443,2603,11.7
1193,Bernie Nicholls,35.0,16,45,65,61,19,27,46,142.0,,885,416,607,1023,2788.0,84,6.48,76,407,2545,10.7
1194,Bernie Nicholls,36.0,17,28,60,48,22,29,51,114.0,,933,438,636,1074,2902.0,48,5.97,37,209,1408,10.2
1195,Bernie Nicholls,37.0,18,2,10,59,19,41,60,100.0,,992,457,677,1134,3002.0,82,6.29,74,413,2481,10.4
1196,Bert Robertsson,26.0,4,0,2,30,2,4,6,19.0,,30,2,4,6,19.0,82,5.28,57,380,2242,9.6
1197,Bill Berg,25.0,4,24,80,7,1,2,3,10.0,,7,1,2,3,10.0,80,7.48,85,403,2430,12.3
1198,Bill Berg,26.0,5,19,83,78,9,14,23,95.0,,85,10,16,26,105.0,80,6.91,71,366,2385,11.6
1199,Bill Berg,27.0,6,6,32,47,5,9,14,60.0,,132,15,25,40,165.0,80,6.96,77,402,2440,11.4
1200,Bill Berg,28.0,7,5,41,80,13,11,24,113.0,,212,28,36,64,278.0,84,7.25,87,443,2603,11.7
1201,Bill Berg,29.0,8,14,67,83,8,11,19,99.0,,295,36,47,83,377.0,84,6.48,76,407,2545,10.7
1202,Bill Berg,30.0,9,10,67,32,5,1,6,57.0,,327,41,48,89,434.0,48,5.97,37,209,1408,10.2
1203,Bill Berg,31.0,10,4,44,41,3,2,5,60.0,,368,44,50,94,494.0,82,6.29,74,413,2481,10.4
1204,Bill Gardner,23.0,4,48,79,1,0,0,0,0.0,,1,0,0,0,0.0,80,7.69,77,340,2441,12.6
1205,Bill Gardner,24.0,5,51,74,69,8,15,23,66.0,,70,8,15,23,66.0,80,8.03,73,320,2489,12.9
1206,Bill Gardner,25.0,6,22,64,77,15,25,40,105.0,,147,23,40,63,171.0,80,7.73,71,310,2444,12.7
1207,Bill Gardner,26.0,7,1,8,79,27,21,48,115.0,,226,50,61,111,286.0,80,7.89,74,336,2448,12.9
1208,Bill Gardner,27.0,8,1,2,74,17,34,51,119.0,,300,67,95,162,405.0,80,7.77,71,321,2447,12.7
1209,Bill Gardner,28.0,9,2,6,64,4,18,22,41.0,,364,71,113,184,446.0,80,7.94,82,370,2484,12.8
1210,Bill Guerin,24.0,4,25,48,5,0,1,1,8.0,,5,0,1,1,8.0,80,6.96,77,402,2440,11.4
1211,Bill Guerin,25.0,5,53,80,65,14,20,34,123.0,,70,14,21,35,131.0,84,7.25,87,443,2603,11.7
1212,Bill Guerin,26.0,6,47,82,81,25,19,44,195.0,,151,39,40,79,326.0,84,6.48,76,407,2545,10.7
1213,Bill Guerin,27.0,7,39,59,48,12,13,25,96.0,,199,51,53,104,422.0,48,5.97,37,209,1408,10.2
1214,Bill Guerin,28.0,8,64,80,80,23,30,53,216.0,,279,74,83,157,638.0,82,6.29,74,413,2481,10.4
1215,Bill Guerin,29.0,9,46,70,82,29,18,47,177.0,,361,103,101,204,815.0,82,5.83,55,336,2444,9.8
1216,Bill Guerin,30.0,10,85,85,59,18,21,39,178.0,,420,121,122,243,993.0,82,5.28,57,380,2242,9.6
1217,Bill Guerin,31.0,11,66,78,80,30,34,64,261.0,1576.0,500,151,156,307,1254.0,82,5.27,57,359,2285,9.4
1218,Bill Guerin,32.0,12,50,64,70,24,22,46,188.0,1262.0,570,175,178,353,1442.0,82,5.49,53,331,2294,9.8
1219,Bill Guerin,33.0,13,69,82,85,40,45,85,289.0,1870.0,655,215,223,438,1731.0,82,5.51,63,376,2272,9.9
1220,Bill Guerin,35.0,14,40,70,78,41,25,66,355.0,1618.0,733,256,248,504,2086.0,82,5.24,53,338,2262,9.5
1221,Bill Guerin,36.0,15,56,77,64,25,25,50,229.0,1187.0,797,281,273,554,2315.0,82,5.31,60,363,2326,9.4
1222,Bill Guerin,37.0,16,44,81,82,34,35,69,263.0,1533.0,879,315,308,623,2578.0,82,5.14,57,348,2300,9.2
1223,Bill Guerin,38.0,17,48,78,70,13,27,40,210.0,1150.0,949,328,335,663,2788.0,82,6.05,85,480,2458,10.1
1224,Bill Guerin,39.0,18,45,78,77,36,20,56,225.0,1309.0,1026,364,355,719,3013.0,82,5.76,70,398,2426,9.7
1225,Bill Houlder,23.0,4,2,7,30,1,2,3,20.0,,30,1,2,3,20.0,80,7.43,89,437,2435,12.2
1226,Bill Houlder,24.0,5,1,10,8,0,3,3,5.0,,38,1,5,6,25.0,80,7.48,85,403,2430,12.3
1227,Bill Houlder,25.0,6,8,15,41,1,11,12,49.0,,79,2,16,18,74.0,80,7.37,76,367,2421,12.2
1228,Bill Houlder,26.0,7,39,80,7,0,2,2,7.0,,86,2,18,20,81.0,80,6.91,71,366,2385,11.6
1229,Bill Houlder,27.0,8,18,41,10,1,0,1,18.0,,96,3,18,21,99.0,80,6.96,77,402,2440,11.4
1230,Bill Houlder,28.0,9,28,61,15,3,5,8,29.0,,111,6,23,29,128.0,84,7.25,87,443,2603,11.7
1231,Bill Houlder,29.0,10,25,79,80,14,25,39,187.0,,191,20,48,68,315.0,84,6.48,76,407,2545,10.7
1232,Bill Houlder,30.0,11,32,82,41,5,13,18,59.0,,232,25,61,86,374.0,48,5.97,37,209,1408,10.2
1233,Bill Houlder,31.0,12,32,76,61,5,23,28,90.0,,293,30,84,114,464.0,82,6.29,74,413,2481,10.4
1234,Bill Houlder,32.0,13,17,71,79,4,21,25,116.0,,372,34,105,139,580.0,82,5.83,55,336,2444,9.8
1235,Bill Houlder,33.0,14,16,81,82,7,25,32,102.0,,454,41,130,171,682.0,82,5.28,57,380,2242,9.6
1236,Bill Houlder,34.0,15,8,82,76,9,23,32,115.0,1682.0,530,50,153,203,797.0,82,5.27,57,359,2285,9.4
1237,Bill Houlder,35.0,16,6,82,71,3,14,17,89.0,1589.0,601,53,167,220,886.0,82,5.49,53,331,2294,9.8
1238,Bill Huard,28.0,4,12,51,2,0,0,0,0.0,,2,0,0,0,0.0,84,7.25,87,443,2603,11.7
1239,Bill Huard,29.0,5,11,40,63,2,2,4,24.0,,65,2,2,4,24.0,84,6.48,76,407,2545,10.7
1240,Bill Huard,30.0,6,1,30,33,3,3,6,21.0,,98,5,5,10,45.0,48,5.97,37,209,1408,10.2
1241,Bill Huard,31.0,7,0,3,51,6,6,12,34.0,,149,11,11,22,79.0,82,6.29,74,413,2481,10.4
1242,Bill Huard,32.0,8,0,1,40,5,6,11,34.0,,189,16,17,33,113.0,82,5.83,55,336,2444,9.8
1243,Bill Kitchen,24.0,4,5,29,1,0,0,0,0.0,,1,0,0,0,0.0,80,8.03,73,320,2489,12.9
1244,Bill Lindsay,23.0,4,19,48,23,2,4,6,35.0,,23,2,4,6,35.0,80,6.96,77,402,2440,11.4
1245,Bill Lindsay,24.0,5,34,73,44,4,9,13,58.0,,67,6,13,19,93.0,84,7.25,87,443,2603,11.7
